emp_no,first_name,last_name,title,from_date,to_date,dept_name
442802,Angus,Bazelow,Staff,6/4/1995,1/1/9999,Sales
442812,Hugo,Rodiger,Senior Staff,12/12/1994,1/1/9999,Sales
442830,Ramachenga,Ranka,Engineer,5/25/1990,5/25/1995,Production
442834,Inderjeet,Falco,Senior Staff,12/12/1992,1/1/9999,Research
442838,Subhash,Millington,Engineer,11/5/1985,11/5/1992,Quality Management
442841,Mahendra,Guting,Senior Engineer,12/10/1992,1/1/9999,Development
442846,Vishv,Matteis,Staff,4/22/1987,4/21/1993,Finance
442850,Constantijn,Vitiello,Senior Engineer,2/2/1995,1/1/9999,Production
442862,Munehiro,Dayang,Senior Staff,5/2/2002,1/1/9999,Sales
442867,King,Vrecion,Staff,6/10/1988,6/10/1994,Sales
442878,Masaki,Takanami,Senior Engineer,3/13/1999,1/1/9999,Production
442882,Sven,Weiland,Senior Engineer,7/3/1994,1/1/9999,Quality Management
442883,Yinlin,Vendrig,Staff,3/21/1997,1/1/9999,Sales
442907,Nitsan,Percebois,Engineer,8/4/1988,8/4/1993,Development
442909,Augustine,Schwabacher,Senior Engineer,6/23/1986,1/1/9999,Development
442910,Hatim,Ellozy,Staff,6/6/1988,6/6/1994,Sales
442929,Saniya,Klerer,Technique Leader,12/27/1993,1/1/9999,Development
442938,Xiaoqiu,Cusworth,Staff,1/26/1996,1/25/2001,Human Resources
442947,Houman,Brattka,Senior Staff,10/31/1995,1/1/9999,Human Resources
442960,Marsha,Huttel,Engineer,11/24/1986,11/24/1994,Production
442966,Shaw,Ulupinar,Senior Engineer,3/25/1995,1/1/9999,Development
442976,Mostafa,Zultner,Engineer,10/10/1992,10/10/2001,Development
442977,Marlo,Armand,Senior Staff,5/21/1994,1/1/9999,Sales
442986,Nalini,Zeleznik,Technique Leader,5/9/1999,1/1/9999,Development
442987,Sukumar,Sherertz,Senior Engineer,2/17/1991,1/1/9999,Production
443023,Edwin,Range,Senior Staff,4/5/1990,1/1/9999,Finance
443078,Ortrud,Hennebert,Staff,8/9/1995,8/8/2001,Sales
443093,Theirry,Beutelspacher,Staff,5/31/1985,5/31/1993,Research
443097,Sudhanshu,Strandh,Senior Staff,10/18/1985,1/1/9999,Sales
443118,Saeed,Angel,Staff,7/30/1987,7/30/1995,Customer Service
443121,Valdiodio,Goldhammer,Engineer,9/17/1993,1/1/9999,Production
443140,Feixiong,Pramanik,Senior Staff,12/6/1985,1/1/9999,Sales
443156,Hinrich,Wixon,Staff,2/2/1999,1/1/9999,Marketing
443160,Paloma,Vuskovic,Engineer,8/11/1988,8/11/1994,Development
443182,Heather,Luca,Senior Engineer,8/2/1992,1/1/9999,Development
443184,Fai,Rusterholz,Engineer,10/17/1993,10/17/2000,Development
443195,Manton,Bratten,Engineer,11/18/1998,1/1/9999,Production
443204,Lalit,Schapiro,Senior Engineer,2/25/1994,1/1/9999,Development
443206,Marco,Oppitz,Staff,9/18/1987,9/17/1993,Marketing
443208,Nakhoon,Nilsson,Senior Engineer,11/13/1985,1/1/9999,Development
443215,Masato,Giarratana,Senior Engineer,11/29/1989,1/1/9999,Production
443218,Xiahua,Noriega,Engineer,3/11/1998,1/1/9999,Quality Management
443228,Mohammad,Gecseg,Senior Staff,8/8/1993,1/1/9999,Sales
443233,Nahla,Heuter,Staff,9/26/1985,9/26/1993,Human Resources
443240,Billie,Gimbel,Engineer,11/6/1987,11/6/1994,Development
443270,Vasiliy,Chvatal,Staff,9/23/1997,1/1/9999,Sales
443283,Aluzio,Mamelak,Staff,5/17/1988,5/17/1996,Human Resources
443297,Krister,Egerstedt,Senior Engineer,4/30/1987,1/1/9999,Research
443303,Nadjib,Fadgyas,Senior Staff,12/23/1996,1/1/9999,Sales
443306,Mechthild,Sifakis,Senior Engineer,7/5/1992,1/1/9999,Development
443307,Alagu,Bennis,Engineer,12/2/1989,12/2/1994,Quality Management
443320,Kenton,Bugrara,Senior Staff,5/18/1994,1/1/9999,Finance
443325,Rasiah,Stanger,Senior Staff,5/16/1992,1/1/9999,Marketing
443332,Leandro,Birsak,Senior Engineer,10/19/1991,1/1/9999,Development
443349,Pantung,Lorch,Senior Staff,6/20/1998,1/1/9999,Finance
443390,Arfst,Marwedel,Senior Staff,7/5/1986,1/1/9999,Marketing
443404,Xiaoheng,Feldhoffer,Senior Staff,3/15/1997,1/1/9999,Sales
443409,Elliott,Krybus,Assistant Engineer,4/15/1985,4/15/1994,Development
443411,Behnaam,Bahi,Senior Staff,8/15/1986,1/1/9999,Sales
443415,Murthy,Oxman,Staff,1/13/1996,1/1/9999,Customer Service
443419,Kazuyasu,Ernst,Engineer,4/18/1986,4/18/1991,Production
443449,Vasiliy,Hasenauer,Senior Engineer,7/27/2000,1/1/9999,Production
443450,Shawna,Denti,Staff,2/8/1987,2/7/1993,Sales
443457,Kazuhisa,Demke,Senior Staff,4/25/2001,1/1/9999,Sales
443470,Valeri,Murtha,Senior Staff,9/1/1988,1/1/9999,Research
443510,Martial,Poupard,Engineer,3/5/1986,3/5/1991,Research
443554,Yolla,Klyachko,Engineer,10/21/1999,1/1/9999,Development
443557,Ute,Androutsos,Senior Staff,12/10/1991,1/1/9999,Sales
443562,Zorica,Panwar,Senior Engineer,8/4/2001,1/1/9999,Production
443571,Siddarth,Garrabrants,Staff,7/17/1985,7/17/1990,Sales
443573,Sanjiv,Rosiles,Engineer,2/7/1997,1/1/9999,Production
443591,Haldun,Lamparter,Engineer,11/5/1988,11/5/1996,Quality Management
443592,Dante,Wursthorn,Engineer,12/27/1991,12/26/1996,Development
443617,Hercules,Molberg,Staff,12/7/1986,12/7/1991,Marketing
443634,Conor,Cusworth,Engineer,12/24/1987,12/23/1992,Development
443637,Mohua,Guenter,Senior Staff,1/13/2000,1/1/9999,Sales
443640,Martine,Rosaz,Engineer,1/12/1993,1/12/2001,Development
443647,Serif,Feldmann,Engineer,4/1/1988,4/1/1996,Production
443666,Bluma,Cherinka,Senior Engineer,11/25/1993,1/1/9999,Research
443676,Masasuke,Gide,Staff,8/26/1989,8/26/1995,Sales
443677,TRUE,Parfitt,Senior Staff,10/7/1996,1/1/9999,Human Resources
443686,Tokuyasu,Polajnar,Senior Engineer,12/6/1989,1/1/9999,Production
443696,Henk,Douceur,Staff,12/21/1989,12/21/1994,Sales
443710,Margo,Stille,Engineer,2/21/1999,1/1/9999,Production
443713,Susumu,Besancenot,Technique Leader,11/8/1992,1/1/9999,Production
443715,Arif,Schonegge,Engineer,7/15/1989,7/15/1997,Production
443717,Hugh,Erdi,Engineer,11/20/1990,11/19/1996,Production
443733,Volkmar,Welham,Staff,1/11/1986,1/11/1995,Sales
443735,Boriana,Guenter,Engineer,7/19/1998,1/1/9999,Research
443737,Kazuhisa,Zolotykh,Senior Engineer,9/10/1996,1/1/9999,Development
443738,Genki,Decleir,Engineer,7/14/1993,7/14/2001,Production
443747,Sorina,Genther,Senior Staff,3/26/2002,1/1/9999,Marketing
443752,Chinhyun,Rosiles,Technique Leader,4/7/1996,1/1/9999,Development
443759,Branimir,Comte,Senior Staff,4/23/1995,1/1/9999,Sales
443762,Masamitsu,Suomi,Staff,9/18/1989,9/18/1995,Human Resources
443766,Van,Peot,Engineer,10/8/1987,10/7/1992,Development
443797,Nirmal,Armand,Engineer,11/2/1996,1/1/9999,Development
443801,Yefim,Gopalakrishnan,Staff,5/24/1986,5/24/1991,Sales
443823,Chaitali,Axelband,Staff,4/13/1995,4/13/2002,Human Resources
443829,Taiji,Baez,Engineer,6/9/1985,6/9/1991,Development
443836,Teruyuki,Swiss,Engineer,4/23/1995,1/1/9999,Production
443838,Rimon,McClure,Senior Staff,11/28/1995,1/1/9999,Sales
443840,Oguz,Fairtlough,Staff,6/17/1996,1/1/9999,Sales
443846,Uwe,Junet,Senior Engineer,9/19/1993,1/1/9999,Production
443847,Leucio,Ligten,Engineer,12/1/1999,1/1/9999,Development
443878,Oksana,Sifakis,Staff,4/11/1988,4/11/1994,Marketing
443909,Fumiya,Detkin,Senior Staff,7/30/1997,1/1/9999,Marketing
443917,Amstein,Lores,Senior Staff,11/25/1992,1/1/9999,Sales
443924,Tooru,Luca,Senior Engineer,5/27/1986,1/1/9999,Development
443925,Franziska,Jenevein,Senior Engineer,10/27/1996,1/1/9999,Production
443927,Geoffrey,Codenie,Senior Staff,3/1/1985,1/1/9999,Research
443928,Navid,Zschoche,Engineer,12/7/1996,1/1/9999,Quality Management
443930,Pramod,Schaft,Engineer,1/12/1999,1/1/9999,Quality Management
443942,Kwan,Heystek,Senior Staff,3/11/1998,1/1/9999,Sales
443945,Shimshon,Meriste,Staff,8/11/1990,8/11/1998,Finance
443967,Valery,Nourani,Staff,2/17/1988,2/17/1995,Human Resources
443971,Dannz,Schreiter,Engineer,6/25/1994,1/1/9999,Quality Management
443979,Wayne,Oaver,Engineer,9/23/1994,9/23/1999,Production
443980,Sibyl,Geffroy,Senior Staff,10/30/1994,1/1/9999,Research
443986,Munenori,Tischendorf,Senior Staff,7/22/1998,1/1/9999,Marketing
443996,JiYoung,Suomi,Senior Staff,4/28/1989,1/1/9999,Marketing
444004,Adit,Baig,Senior Engineer,11/6/1992,1/1/9999,Production
444034,Jackson,Bernardeschi,Senior Staff,5/15/1991,1/1/9999,Sales
444039,Kasidit,Redmiles,Senior Engineer,8/23/1987,1/1/9999,Quality Management
444052,Shuky,Brobst,Senior Staff,5/15/1996,1/1/9999,Customer Service
444054,Prodip,Godskesen,Senior Staff,10/18/2000,1/1/9999,Marketing
444060,Niteen,Deyuan,Staff,7/14/1998,1/1/9999,Customer Service
444061,Gal,Merks,Senior Staff,10/21/2000,1/1/9999,Customer Service
444094,Radhakrishnan,Alvarado,Staff,1/22/1988,1/21/1993,Human Resources
444108,Ung,McClure,Staff,6/20/1985,6/20/1992,Sales
444121,Takahito,Harllee,Senior Staff,7/11/1988,1/1/9999,Customer Service
444136,Qunsheng,Straney,Engineer,6/26/1987,6/26/1995,Production
444141,Kokou,Coombs,Senior Engineer,7/24/1994,1/1/9999,Production
444148,Jamaludin,Wendorf,Senior Engineer,1/13/1996,1/1/9999,Production
444151,Nahum,Avouris,Senior Staff,8/3/1985,1/1/9999,Marketing
444152,Nahum,Nastansky,Engineer,2/4/1985,2/4/1993,Production
444163,Uriel,Gente,Staff,5/17/1988,5/17/1997,Sales
444167,Tremaine,Malabarba,Engineer,4/29/1986,4/28/1992,Production
444173,Steve,Matteis,Staff,9/3/1988,9/3/1993,Customer Service
444183,Divier,Provine,Staff,7/25/1999,1/1/9999,Marketing
444188,Ramachenga,McClure,Senior Engineer,10/17/1996,1/1/9999,Development
444201,Yuichiro,Constantine,Senior Engineer,7/6/1986,1/1/9999,Development
444203,Parke,Stassinopoulos,Senior Engineer,3/12/1994,1/1/9999,Production
444209,Bluma,Shumilov,Engineer,3/10/1988,3/10/1997,Production
444212,Van,Porotnikoff,Senior Staff,9/24/1986,1/1/9999,Finance
444223,Krisda,Ramsay,Senior Staff,1/15/1996,1/1/9999,Sales
444274,Bokyung,Uludag,Staff,5/6/1985,5/6/1994,Sales
444283,Boriana,Luke,Senior Staff,11/6/1992,1/1/9999,Production
444286,Kien,Lamba,Senior Staff,6/2/1992,1/1/9999,Marketing
444299,Moie,Cyre,Senior Staff,9/13/1988,1/1/9999,Research
444312,Baocai,Polajnar,Senior Engineer,1/19/1994,1/1/9999,Production
444353,Mansur,Zeilberger,Engineer,12/18/1999,1/1/9999,Production
444370,Masanao,Genin,Senior Staff,4/12/2002,1/1/9999,Human Resources
444373,Sastry,Hitomi,Senior Staff,7/31/1991,1/1/9999,Human Resources
444374,Shigehito,Swen,Senior Staff,6/19/1988,1/1/9999,Finance
444379,Atreye,Ranka,Senior Engineer,12/4/1993,1/1/9999,Development
444380,Gor,Conta,Engineer,7/22/1987,7/21/1996,Research
444388,Gudjon,Flexer,Engineer,8/1/1985,8/1/1994,Quality Management
444396,Make,Highland,Engineer,9/9/1990,9/9/1999,Production
444420,Gita,Ramsay,Senior Engineer,4/22/1985,1/1/9999,Development
444421,Chaoyi,Tsunoo,Senior Staff,8/8/1987,1/1/9999,Customer Service
444435,Yahiko,Narwekar,Assistant Engineer,4/21/1987,4/20/1996,Production
444447,Chuanti,Leuchs,Senior Staff,6/18/1992,1/1/9999,Sales
444450,Mohua,Terwilliger,Engineer,12/16/1994,1/1/9999,Development
444483,Naraig,Rahimi,Senior Engineer,6/3/1995,1/1/9999,Quality Management
444494,Hugo,Merle,Senior Staff,8/24/2001,1/1/9999,Customer Service
444496,Yuriy,Jording,Senior Engineer,9/18/1993,1/1/9999,Production
444501,Mostafa,Bernick,Technique Leader,10/15/1988,1/1/9999,Development
444503,Koichi,Garnham,Engineer,11/30/1998,1/1/9999,Development
444505,Hyuckchul,Auyong,Assistant Engineer,12/11/1988,12/11/1993,Development
444508,Kaijung,Bahl,Staff,8/29/1985,8/29/1990,Sales
444521,Lijie,Vecchi,Senior Engineer,4/9/1999,1/1/9999,Development
444551,Ipke,Gien,Staff,11/13/1986,11/13/1993,Sales
444553,Nikolaus,Gluchowski,Staff,5/25/1996,5/25/2002,Sales
444558,Ebru,Maliniak,Engineer,11/29/1996,1/1/9999,Development
444560,Jeane,Kilgour,Engineer,2/2/1987,2/1/1993,Development
444568,Valter,Kroll,Staff,8/22/1996,1/1/9999,Customer Service
444575,Masaru,Thummel,Senior Staff,2/23/1992,1/1/9999,Research
444590,Bouchung,Ranft,Senior Engineer,6/8/1994,1/1/9999,Quality Management
444595,Masako,Papadias,Senior Engineer,3/17/1992,1/1/9999,Production
444605,Iara,Skafidas,Senior Staff,12/22/1993,1/1/9999,Sales
444621,Persi,Hardjono,Staff,7/16/1987,7/15/1993,Marketing
444626,Ingemar,Heiserman,Staff,1/21/1988,1/20/1997,Customer Service
444641,Unal,Zallocco,Assistant Engineer,5/6/1992,5/6/1997,Development
444650,Cristinel,Ghelli,Senior Engineer,3/25/1994,1/1/9999,Development
444659,Adit,Orsini,Senior Staff,2/21/1997,1/1/9999,Customer Service
444662,Huan,Olivero,Engineer,1/9/1997,1/1/9999,Production
444664,Odysseas,Horswill,Staff,1/28/1998,1/1/9999,Customer Service
444673,Taisook,Kruskal,Staff,6/22/1986,6/22/1995,Finance
444687,Mokhtar,Braccini,Engineer,1/3/1994,1/1/9999,Development
444691,Arunachalam,Boreale,Senior Staff,10/20/1987,1/1/9999,Finance
444694,Perry,Peac,Staff,4/18/1987,4/18/1995,Human Resources
444697,Fuqing,Emden,Engineer,4/25/1988,4/25/1996,Production
444707,Brewster,Huhdanpaa,Senior Staff,3/16/1987,1/1/9999,Marketing
444720,Junichi,Rosin,Staff,9/18/1988,9/19/1995,Human Resources
444722,Ibibia,Hiraishi,Senior Engineer,10/30/1996,1/1/9999,Development
444734,Shietung,Ertl,Senior Engineer,1/25/1987,1/1/9999,Production
444735,Phule,Hashii,Staff,8/14/1995,8/13/2001,Human Resources
444736,Rosli,McClure,Engineer,10/22/1997,1/1/9999,Development
444738,Takahira,Gargeya,Staff,6/30/1986,6/30/1994,Sales
444742,Moriyoshi,Fadgyas,Senior Staff,9/9/1994,1/1/9999,Research
444758,Waiman,Hashii,Engineer,7/21/1985,7/21/1991,Development
444760,Kazuhiko,Brodie,Staff,4/16/1989,4/16/1997,Finance
444771,Manton,Preusig,Senior Engineer,7/17/1992,1/1/9999,Production
444774,Remko,Benveniste,Senior Staff,2/23/1987,1/1/9999,Research
444781,Kasturi,Castellani,Senior Engineer,10/3/1990,1/1/9999,Production
444814,Perry,Detkin,Senior Engineer,6/14/1990,1/1/9999,Production
444829,Shuji,Redmiles,Staff,11/5/1988,11/5/1993,Sales
444830,Rasikan,Koprowski,Senior Staff,4/19/1985,1/1/9999,Sales
444832,Herbert,Conia,Senior Engineer,12/5/1997,1/1/9999,Production
444835,Mayumi,Seiwald,Senior Engineer,1/18/1995,1/1/9999,Production
444837,Hinrich,Ranka,Engineer,4/15/1988,4/16/1995,Development
444853,Mahmut,Schoegge,Senior Staff,1/14/1998,1/1/9999,Finance
444858,Rosli,Fandrianto,Senior Staff,6/14/1992,1/1/9999,Sales
444867,Valter,Marshall,Senior Staff,2/11/1996,1/1/9999,Finance
444871,Shao,Suppi,Senior Staff,1/8/1997,1/1/9999,Research
444882,Masoud,Cronau,Senior Engineer,11/1/1998,1/1/9999,Development
444892,Eishiro,Stafford,Engineer,9/4/1985,9/4/1991,Development
444907,Sigeru,Manders,Senior Engineer,8/26/1987,1/1/9999,Development
444922,Jordanka,Naudin,Senior Staff,9/9/1986,1/1/9999,Sales
444934,Oddvar,Attimonelli,Senior Staff,1/30/1993,1/1/9999,Sales
444946,Toshimori,Erva,Engineer,1/14/1997,1/1/9999,Production
444957,Anneke,Demeyer,Assistant Engineer,8/28/1987,8/27/1993,Development
444978,Subbu,Poupard,Senior Staff,10/24/1990,1/1/9999,Research
444979,Takahira,Iisaku,Engineer,1/4/1988,1/3/1997,Development
444986,Masaki,Eldridge,Staff,3/20/1997,1/1/9999,Sales
445010,Yuqun,Brobst,Senior Engineer,7/17/1997,1/1/9999,Quality Management
445013,Douadi,Rodier,Senior Engineer,7/25/1998,1/1/9999,Production
445020,Renny,Ligten,Staff,1/2/1987,1/1/1993,Sales
445023,Tadahiro,Dredge,Staff,7/21/1988,7/22/1995,Sales
445026,Kitty,Kohling,Senior Engineer,1/3/1996,1/1/9999,Development
445035,Ugo,Brodal,Senior Engineer,4/7/1999,1/1/9999,Development
445039,Manu,Stemann,Senior Staff,11/3/1985,1/1/9999,Human Resources
445046,Hercules,Kusakari,Senior Engineer,3/24/1993,1/1/9999,Research
445050,Yongmin,Condotta,Staff,1/10/1992,1/9/2001,Customer Service
445065,Sandeepan,Heinisuo,Senior Engineer,3/29/1987,1/1/9999,Development
445076,Limsoon,Holburn,Staff,10/12/1988,10/12/1996,Human Resources
445077,Parke,Marquardt,Staff,11/15/1987,11/14/1993,Sales
445080,Toshimi,Takanami,Senior Engineer,1/16/1996,1/1/9999,Customer Service
445082,Gro,Iacovou,Staff,10/21/1985,10/21/1992,Sales
445085,Chenxi,Chorvat,Senior Staff,7/19/1995,1/1/9999,Marketing
445093,Masaru,Oskamp,Senior Staff,7/18/1992,1/1/9999,Human Resources
445102,Niteen,Baak,Senior Engineer,2/15/1987,1/1/9999,Production
445110,Heeju,Beerel,Engineer,2/14/1993,2/15/2000,Production
445122,Brendon,Farrow,Senior Staff,3/12/1994,1/1/9999,Human Resources
445124,Mariusz,Comyn,Engineer,3/3/1997,1/1/9999,Production
445126,Sedat,Sadowski,Senior Engineer,6/15/1987,1/1/9999,Production
445132,Yinlin,Bisiani,Engineer,4/15/1985,4/15/1993,Production
445137,Uinam,Burnard,Senior Engineer,6/12/1996,1/1/9999,Development
445138,Janalee,Muhling,Senior Engineer,11/2/2000,1/1/9999,Development
445139,Yahiko,Oskamp,Senior Staff,9/1/1990,1/1/9999,Marketing
445160,Rimli,Eiron,Engineer,3/1/1985,3/1/1990,Development
445163,Saeed,Karunanithi,Senior Staff,2/15/1988,1/1/9999,Customer Service
445176,Berni,Leuchs,Senior Engineer,11/21/1994,1/1/9999,Production
445181,Steve,Ranft,Engineer,4/5/1998,1/1/9999,Development
445182,Subhankar,Kitai,Senior Staff,8/26/1995,1/1/9999,Sales
445190,Nimmagadda,Millington,Staff,9/5/1987,9/4/1996,Customer Service
445202,Gudjon,Sanella,Engineer,1/11/1989,1/11/1994,Production
445210,Qingxiang,Biron,Technique Leader,7/19/1999,1/1/9999,Development
445218,Gino,Decaestecker,Staff,5/30/1999,1/1/9999,Sales
445220,Florina,Luft,Staff,6/17/1997,6/17/2002,Sales
445223,Sachin,Ruemmler,Senior Staff,11/15/1991,1/1/9999,Sales
445228,Yucel,Pietracaprina,Staff,9/5/1999,1/1/9999,Human Resources
445239,Ebru,Schapiro,Senior Engineer,6/26/1991,1/1/9999,Quality Management
445240,Cordelia,Garnier,Senior Engineer,1/29/1995,1/1/9999,Development
445242,Goh,Conia,Staff,6/5/1992,6/6/1999,Customer Service
445248,Leandro,Bellone,Technique Leader,4/9/1988,1/1/9999,Development
445249,Nobuyoshi,Gargeya,Senior Staff,3/30/1996,1/1/9999,Sales
445250,Alenka,Zaiane,Senior Engineer,9/15/1996,1/1/9999,Quality Management
445251,Ingemar,Terekhov,Technique Leader,11/19/1988,1/1/9999,Production
445264,Yannik,Masamoto,Senior Engineer,9/16/2000,1/1/9999,Development
445267,Dmitri,Koblitz,Senior Engineer,11/9/1987,1/1/9999,Quality Management
445274,Gou,Leonhardt,Staff,3/15/1988,3/16/1995,Finance
445283,Dmitry,Attimonelli,Engineer,6/25/1985,6/25/1991,Production
445303,Lillian,Angel,Senior Staff,3/17/1994,1/1/9999,Customer Service
445304,Francoise,Polupanov,Senior Staff,10/19/1994,1/1/9999,Finance
445306,Arvind,Taubman,Staff,11/9/1995,1/1/9999,Sales
445314,Adel,Caine,Senior Engineer,11/15/1996,1/1/9999,Development
445315,Otmar,Conde,Staff,9/10/1987,9/10/1994,Sales
445316,Moni,Straney,Staff,8/14/1995,1/1/9999,Customer Service
445330,Lijie,Mitina,Staff,4/2/1999,1/1/9999,Research
445334,Perla,Sessa,Senior Engineer,9/27/1993,1/1/9999,Development
445355,Susanne,Dengi,Senior Engineer,4/18/1997,1/1/9999,Development
445366,Raimond,Panienski,Staff,3/3/1986,3/3/1991,Marketing
445370,Leaf,Shinomoto,Senior Engineer,1/24/1991,1/1/9999,Customer Service
445371,Phillip,Tempesti,Technique Leader,1/6/1988,1/1/9999,Development
445381,Heekeun,Solovay,Staff,11/25/1986,11/25/1994,Sales
445389,Sariel,Begiun,Engineer,3/3/1986,3/3/1993,Development
445391,Tesuro,Hopewell,Senior Staff,11/15/1995,1/1/9999,Sales
445397,Stein,Servi,Engineer,8/27/1993,8/27/2001,Development
445402,Hatem,Perz,Senior Staff,2/5/1990,1/1/9999,Finance
445410,Elvia,Brodie,Engineer,6/12/1997,6/12/2002,Development
445412,Odinaldo,Ratzlaff,Senior Staff,7/11/1993,1/1/9999,Sales
445414,Subhankar,Teitelbaum,Staff,8/24/1991,8/23/1997,Customer Service
445416,Kasturi,Awdeh,Engineer,5/31/1999,1/1/9999,Production
445460,Barna,Lamma,Technique Leader,6/12/1996,1/1/9999,Production
445463,Gopalakrishnan,Perna,Senior Staff,4/25/1996,1/1/9999,Marketing
445479,Urs,Porotnikoff,Assistant Engineer,10/22/1992,10/22/1998,Production
445484,Yagil,Ventosa,Senior Engineer,5/17/1998,1/1/9999,Quality Management
445493,Arvind,Ramsey,Engineer,1/12/1987,1/12/1992,Development
445497,Jouko,Hofmeyr,Senior Staff,4/18/2000,1/1/9999,Customer Service
445499,Shem,Shumilov,Engineer,3/9/1995,3/8/2001,Production
445501,Behnaam,Wolniewicz,Technique Leader,1/3/1995,1/1/9999,Production
445505,Vugranam,Khalid,Staff,11/8/1987,11/7/1992,Sales
445509,Hein,Templeman,Senior Staff,11/9/1996,1/1/9999,Sales
445524,Djelloul,Radivojevic,Senior Staff,4/7/1988,1/1/9999,Marketing
445531,Jamaludin,Randt,Senior Engineer,5/11/1988,1/1/9999,Production
445534,Poorav,Picht,Senior Engineer,1/9/2000,1/1/9999,Production
445546,Mandell,Encarnacion,Engineer,12/25/1987,12/24/1993,Production
445550,Shaz,Baik,Technique Leader,10/26/1999,1/1/9999,Development
445552,Ziyad,Kleiser,Senior Staff,9/4/2001,1/1/9999,Sales
445556,Badri,Schaar,Senior Staff,6/1/2001,1/1/9999,Customer Service
445562,Alair,Pietracaprina,Senior Staff,1/9/1998,1/1/9999,Sales
445574,Erzsebet,Murtha,Engineer,12/27/1997,1/1/9999,Production
445580,Mori,Lung,Senior Staff,3/27/1991,1/1/9999,Customer Service
445597,Thodoros,Murthy,Senior Engineer,5/14/2001,1/1/9999,Production
445600,Patricia,Schlegelmilch,Engineer,6/28/1988,6/28/1997,Development
445611,Chrisa,Murtafg,Staff,9/8/1985,9/8/1994,Research
445614,Xudong,Riexinger,Senior Staff,2/5/1993,1/1/9999,Marketing
